UserId:ItemId,Prediction
u0024675:i1600524,8.33333
u0024675:i0110413,10
u0024675:i2179136,8.51329
u0024675:i0050083,10
u0024675:i1263750,6.3
u0024675:i2305051,8.95
u0024675:i0369610,7.67599
u0024675:i2267998,9.83595
u0024675:i1028532,10
u0024675:i0111495,10
u0024675:i0266697,9.9
u0024675:i3612616,9.5
u0024675:i0108394,9.88235
u0024675:i0964517,8.816
u0024675:i1392190,8.37599
u0024675:i0120815,10
u0024675:i2316411,7.19147
u0024675:i2278388,9.72813
u0024675:i2084970,9.94318
u0024675:i0361862,8.69474
u0024675:i0111507,8.89091
u0024675:i1659337,9.68865
u0024675:i1809398,8.42658
u0024675:i1197624,8.94912
u0024675:i2872718,8.99847
u0024675:i0099685,10
u0024675:i2718492,8.3303
u0024675:i0130827,8.31351
u0024675:i2562232,9.24444
u0024675:i0485947,8.67069
u0024675:i0457430,9.87903
u0024675:i0167404,10
u0024675:i2582802,10
u0024675:i0119488,10
u0024675:i0805570,6.59167
u0024675:i0265086,8.92346
u0024675:i0118715,9.49363
u0024675:i1748122,8.62819
u0024675:i0378194,9.72989
u0024675:i0169547,10
u0024675:i0105236,9.89896
u0024675:i1980929,8.55802
u0024675:i0114746,9.6
u0024675:i0088847,8.95267
u0024675:i2980516,9.0451
u0009642:i2132285,5.42363
u0009642:i1872194,4.44267
u0009642:i1111422,4.6441
u0009642:i0378109,4.34602
u0009642:i1392214,5.34692
u0009642:i2334879,3.96468
u0009642:i2203939,3.92819
u0009642:i0882977,3.53443
u0009642:i0137523,4.82447
u0009642:i1219289,4.88001
u0009642:i1663662,4.32708
u0009642:i0116040,4.29301
u0009642:i3311384,6.13604
u0009642:i2802144,7.91348
u0009642:i2582846,5.85898
u0009642:i0112864,4.08434
u0009642:i2473602,3.84103
u0009642:i2245151,7.11348
u0009642:i1086772,3.9868
u0009642:i0388482,5.02092
u0009642:i0455944,4.69978
u0009642:i0948470,6.04474
u0009642:i1291150,3.77563
u0009642:i0435651,5.32158
u0009642:i2024469,5.10115
u0009642:i0093773,5.35186
u0009642:i1211956,4.37147
u0009642:i2172934,4.64165
u0009642:i0067116,6.46611
u0009642:i0106918,4.74956
u0009642:i2626460,7.11348
u0009642:i1945084,7.11348
u0009642:i0349903,4.3546
u0009642:i1325004,3.89315
u0009642:i0111503,5.15917
u0009642:i1615147,4.13086
u0009642:i2011159,3.24806
u0009642:i1951261,3.85706
u0009642:i2377322,4.26663
u0009642:i0125439,5.80351
u0009642:i1119646,4.82201
u0009642:i0163651,4.47358
u0009642:i1104126,7.41348
u0009642:i1272878,5.45247
u0009642:i0337978,4.44106
u0009642:i1351685,4.81424
u0009642:i0118880,4.1262
u0009642:i2717822,4.85675
u0009642:i1504320,5.67651
u0009642:i0328828,4.03005
u0009642:i2179136,5.72943
u0009642:i2004420,3.86261
u0009642:i0095016,4.89109
u0009642:i2446600,7.91348
u0009642:i0479884,4.39531
u0009642:i1426329,4.84761
u0009642:i1259571,3.30097
u0009642:i0496806,4.72896
u0009642:i0804463,5.70024
u0009642:i1649419,5.82499
u0009642:i1656186,4.06798
u0009642:i0100405,3.64986
u0009642:i2381941,7.41348
u0009642:i2333784,3.94972
u0009642:i1045658,5.47037
u0009642:i1656190,5.30223
u0009642:i0829150,4.70064
u0009642:i1276104,5.65172
u0009642:i0409459,5.50018
u0009642:i2717860,3.77814
u0009642:i1129442,4.90109
u0009642:i1764651,4.47927
u0009642:i1037705,3.88855
u0009642:i1136608,4.95348
u0009642:i1416801,5.483
u0009642:i0099423,4.57737
u0009642:i1010048,6.00888
u0009642:i1586752,4.86934
u0009642:i1592525,5.33272
u0009642:i3186318,4.38919
u0009642:i2975578,3.61518
u0009642:i1709143,4.23861
u0009642:i2465146,3.82156
u0009642:i1099212,3.37495
u0009642:i0407887,5.78171
u0009642:i0293662,4.97992
u0009642:i0112573,5.70129
u0009642:i0119738,3.5222
u0009642:i2557490,3.32248
u0009642:i0800320,3.26745
u0009642:i0120338,4.6925
u0009642:i0114369,5.29018
u0009642:i2106361,5.04879
u0009642:i1726669,4.08448
u0009642:i1647668,5.76173
u0009642:i2481480,4.33997
u0009642:i1179031,5.73842
u0009642:i1097643,7.41348
u0009642:i0172495,6.33528
u0009642:i0133093,5.71447
u0009642:i0103644,5.2224
u0009642:i0831387,4.80365
u0009642:i0361748,5.75608
u0009642:i1478338,3.14257
u0009642:i2872732,5.39727
u0009642:i1121931,3.88649
u0009642:i1886493,3.01483
u0009642:i1194173,4.51458
u0009642:i0103855,4.81546
u0009642:i0469021,5.50762
u0009642:i2294449,4.70208
u0009642:i0240772,4.64099
u0009642:i1282140,4.78931
u0009642:i1446714,5.42461
u0009642:i0458481,4.53341
u0009642:i0822854,5.02247
u0009642:i1411697,4.24992
u0009642:i2267998,6.19713
u0009642:i0405159,4.70954
u0009642:i1205537,5.31112
u0009642:i0209144,6.3933
u0009642:i0816692,6.87736
u0009642:i1155592,5.50023
u0032194:i2126355,7.17599
u0032194:i3079380,7.67599
u0032194:i1392190,8.37599
u0032194:i0369610,7.67599
u0017161:i2752772,6.57599
u0017161:i2305051,8.95
u0017161:i2582496,8.37599
u0017161:i1398426,7.17599
u0017161:i1340138,7.17599
u0017161:i0816692,10
u0017161:i0478970,7.67599
u0017161:i2140379,7.17599
u0009644:i2278388,8.79991
u0009644:i2802144,8.13333
u0009644:i0470752,8.13333
u0009646:i3495030,8.15484
u0009646:i1772925,7.27397
u0009646:i1791682,7.65484
u0009646:i2802144,8.15484
u0009646:i2991224,7.23484
u0009646:i3713166,7.35484
u0009646:i2245084,7.18055
u0009646:i3079380,8.15484
u0009646:i0369610,8.15484
u0017166:i0089530,6.71667
u0017166:i2381249,8.37599
u0017166:i0079501,8.33488
u0017166:i0082694,8.93889
u0017166:i1340138,7.17599
u0024684:i1542344,8.72701
u0024684:i1152836,8.27573
u0024684:i1638355,7.67599
u0002133:i0235060,7.67599
u0002133:i0053946,8.37599
u0002133:i0108122,7.67599
u0002133:i0047281,8.37599
u0002133:i0085959,8.8
u0002133:i0074937,8.46667
u0002133:i0066765,7.67599
u0002133:i0046438,10
u0002133:i0090967,8.3
u0002133:i0046912,9.94444
u0024690:i2179136,7.54952
u0024690:i2267998,9.02679
u0024690:i2084970,8.92624
u0024690:i1582248,6.24286
u0024690:i3316960,7.75934
u0024690:i2911666,9.15197
u0024690:i1392170,7.73982
u0024694:i2395427,7.8
u0024694:i0365907,4.97128
u0024694:i2179136,6.43659
u0024694:i1823672,7.8
u0024694:i2908446,7.3
u0024694:i2557490,4.28993
u0024694:i2788710,4.08203
u0024694:i0137523,5.75611
u0024694:i2802144,7.8
u0024694:i2245084,6.18564
u0024694:i3983266,7.3
u0024694:i0470752,7.8
u0024694:i2381249,8.5
u0024694:i2446042,5.99647
u0024694:i2381941,7.3
u0024694:i2096672,6.51814
u0024694:i0455944,6.14941
u0024694:i2820852,7.8
u0024694:i0478970,7.8
u0024694:i3851324,7
u0024694:i0371724,5.34861
u0024694:i1648179,4.57879
u0024694:i0272020,5.94411
u0009663:i0470752,7.28276
u0009663:i2096672,6.96579
u0009663:i0369610,7.28276
u0009663:i2802144,7.28276
u0009663:i1065073,7.44124
u0009663:i0210945,4.67769
u0009663:i0454876,8.20029
u0009663:i2401807,5.34194
u0009663:i2334879,4.72746
u0009663:i2005363,6.48276
u0009663:i1172570,5.68831
u0009663:i1219289,5.5941
u0009663:i0848228,6.50313
u0009663:i0816692,8.40777
u0009663:i0102057,5.33495
u0009663:i2015381,7.70079
u0009663:i0116629,5.63781
u0009663:i0385705,5.2908
u0009663:i1840309,6.66631
u0009663:i2395427,7.28276
u0009663:i1182921,6.48276
u0009663:i0385002,4.90713
u0009663:i1966604,6.33974
u0009663:i2317225,6.92356
u0009663:i0119177,6.08595
u0009663:i3079380,7.28276
u0009663:i2962726,6.18276
u0009663:i2245084,6.97256
u0009663:i0109686,5.1534
u0009663:i2668134,6.67219
u0009663:i0240772,6.18234
u0009663:i2908446,6.78276
u0009663:i0118715,6.36358
u0009663:i0411951,6.18276
u0009663:i0304415,3.47439
u0002146:i2870648,8.46429
u0002146:i2726560,7.76429
u0002146:i1535438,5.41454
u0002146:i0458352,7.36672
u0002146:i2935476,7.76429
u0002146:i1598822,5.02924
u0002146:i1655441,7.76429
u0002146:i3459906,6.96429
u0017181:i2103281,7.81887
u0017181:i0365907,5.7083
u0017181:i3079380,7.55
u0017181:i0102216,6.75
u0017181:i3450650,6.45
u0017181:i2713180,7.05347
u0017181:i0455960,6.20659
u0017181:i2245084,7.27848
u0017181:i2024469,6.34032
u0017181:i1956620,5.75373
u0017181:i1430612,6.60613
u0017181:i0455944,7.19313
u0017181:i1340138,7.05
u0017181:i0425061,6.95245
u0017181:i2975578,6.84393
u0009664:i0268978,10
u0009664:i1853728,10
u0009664:i0120689,10
u0009665:i0369610,7.67599
u0009665:i1392190,8.37599
u0009665:i2395427,7.67599
u0009665:i2179136,8.51329
u0009665:i1823672,7.67599
u0009665:i2802144,7.67599
u0009665:i2199571,7.17599
u0009665:i2381249,8.37599
u0009665:i1798684,8.37599
u0009665:i2381941,7.17599
u0009665:i2820852,7.67599
u0009665:i1772264,7.34348
u0017186:i1371150,6.41344
u0017186:i1706620,8.59127
u0017186:i2883512,8.34555
u0017186:i2870708,6.97617
u0017186:i1631867,8.30479
u0017186:i2788716,7.58824
u0017186:i2170593,7.10397
u0017186:i1758830,6.00978
u0017186:i1571249,7.22694
u0017186:i2911666,7.21624
u0024707:i2980516,8.69004
u0024707:i2381941,7.5
u0024707:i2275946,8.28803
u0024707:i2802144,8
u0024707:i1392190,8.7
u0032225:i0109040,7.25096
u0032225:i0328107,8.68697
u0032225:i0762107,7.7832
u0032225:i0315327,7.31404
u0032225:i2103254,4.88457
u0032225:i2369135,6.84487
u0032225:i2582846,8.14164
u0032225:i2980516,8.77758
u0032225:i0268995,7.96667
u0032225:i0120382,7.59662
u0032225:i1222817,7.73471
u0032225:i2326612,8.88364
u0032225:i1840309,8.01911
u0032225:i1385867,7.29461
u0032225:i1587310,8.31307
u0032225:i1535612,7.66667
u0032225:i0398165,7.0752
u0032225:i0454848,8.53371
u0032225:i0272020,8.00406
u0032225:i0427309,7.13764
u0032225:i1907668,7.29875
u0032225:i2402157,7.49451
u0032225:i0486578,7.36667
u0032225:i1583420,7.63326
u0032225:i0814314,6.96469
u0032225:i0264464,9.73772
u0032225:i0112281,6.23285
u0024708:i2381941,7.47241
u0024708:i2802144,7.97241
u0024708:i2088003,7.17241
u0024708:i2084970,8.19349
u0024708:i1020072,6.71857
u0032230:i2395427,9.32632
u0032230:i2245084,8.41525
u0032230:i0449059,5.2395
u0032230:i1392190,10
u0032230:i0045152,8.00975
u0032230:i1674771,9.32632
u0009679:i2395427,7.16111
u0009679:i1392190,7.86111
u0009679:i2179136,7.56085
u0009679:i2717822,7.01753
u0009679:i2229511,5.91059
u0009679:i3472226,7.86111
u0009679:i2802144,7.16111
u0009679:i1441395,7.69439
u0009679:i2278388,8.41965
u0009679:i2562232,5.9191
u0009679:i1065073,8.32943
u0009679:i2199571,6.66111
u0009679:i2381249,7.86111
u0009679:i2305051,6.17287
u0009679:i2381941,6.66111
u0009679:i2820852,7.16111
u0009679:i1340138,6.66111
u0009679:i2084970,8.01635
u0009679:i2170439,5.34489
u0009679:i1291150,6.39663
u0002170:i1092026,7.84124
u0002170:i0831387,7.04567
u0002170:i0407304,7.10328
u0002170:i0407887,10
u0002170:i0457939,7.68636
u0002170:i1408253,6.81418
u0002170:i0477348,9.65169
u0002170:i1375666,10
u0002170:i0209144,10
u0002170:i1924396,8.83125
u0002170:i0372784,10
u0002170:i1065073,9.91639
u0002170:i3079380,7.67599
u0002170:i0452623,8.49403
u0002170:i2494280,6.66667
u0002170:i1667355,6.43333
u0002170:i0443706,8.65976
u0002170:i0419749,8.03077
u0002170:i2179136,8.51329
u0002170:i0230600,9.0807
u0002170:i1979320,9.95317
u0002170:i0829482,8.74595
u0002170:i1024648,8.84995
u0002170:i0112461,8.58261
u0002170:i2267998,9.83595
u0002170:i1504320,9.89355
u0002170:i3316960,8.60952
u0002170:i0964517,8.816
u0002170:i1212450,8.10418
u0002170:i0816692,10
u0002170:i0298130,8.17838
u0002170:i2316411,7.19147
u0002170:i2278388,9.72813
u0002170:i2084970,9.94318
u0002170:i0435679,7.8
u0002170:i0825232,8.60822
u0002170:i0328107,8.74845
u0002170:i2059171,6.74828
u0002170:i0332280,9.03377
u0002170:i1411697,7.10451
u0002170:i1242432,6.8
u0002170:i0421715,9.62171
u0002170:i1478338,7.74595
u0002170:i1345836,10
u0002170:i0425112,8.92605
u0002170:i1130884,9.92339
u0002170:i0468569,10
u0002170:i0443543,8.62051
u0002170:i0408236,8.84054
u0002170:i2872718,8.99847
u0002170:i0114814,10
u0002170:i1981677,8.34448
u0002170:i0357413,8.14559
u0002170:i1606389,7.5549
u0002170:i2023587,6.4962
u0002170:i1392214,9.66519
u0002170:i0139654,8.69091
u0002170:i2562232,9.24444
u0002170:i0137523,10
u0002170:i0802948,8.08571
u0002170:i2582802,10
u0002170:i1291150,6.5106
u0002170:i1403865,8.62895
u0002170:i2334873,8.20595
u0002170:i0790636,9.54315
u0002170:i0405159,10
u0002170:i1152836,8.27573
u0002170:i0169547,10
u0002170:i2883512,8.39895
u0002170:i2713180,8.74118
u0002170:i2994190,8.69005
u0002170:i0277027,9.54194
u0002170:i0482571,10
u0002170:i2980516,9.0451
u0002170:i0268978,10
u0002170:i0375679,8.86122
u0002170:i1219289,8.62883
u0002170:i0111161,10
u0017205:i3416742,6.56798
u0017205:i1392190,8.42857
u0017205:i1528100,5.99306
u0017205:i1726592,6.45384
u0017205:i1441395,6.14947
u0017205:i2785032,7.72857
u0017205:i1567437,7.22857
u0017205:i2334649,5.70717
u0017205:i0470752,7.72857
u0017205:i1714915,7.2585
u0017205:i2820852,7.72857
u0017205:i2872718,7.52342
u0017205:i1605717,6.82454
u0017205:i1216491,6.85761
u0002174:i0369610,8.41538
u0002174:i1780798,7.61538
u0002174:i2509922,8.41538
u0002174:i2960930,7.61538
u0002174:i2752688,7.91538
u0002174:i2726560,8.41538
u0002174:i1823672,8.41538
u0002174:i3612616,9.31102
u0002174:i2319580,6.75447
u0002174:i2245084,8.62605
u0002174:i1692486,8.73091
u0002174:i3442006,6.67794
u0002174:i1109624,6.70366
u0002174:i1196956,7.63471
u0002174:i1441953,8.41538
u0002174:i2096673,9.11538
u0002174:i2281159,7.61774
u0002174:i3011894,8.97893
u0002174:i2473602,7.90007
u0002174:i2980592,7.01441
u0017209:i2180411,5.0853
u0017209:i0470752,7.16937
u0017209:i1392190,7.86937
u0017209:i0369610,7.16937
u0009696:i2395427,7.67599
u0009696:i2872718,8.99847
u0009696:i2582802,10
u0009696:i2179136,8.51329
u0009696:i2910814,5.88621
u0009696:i1528071,6.81471
u0009696:i1655441,7.67599
u0009696:i0472062,7.96667
u0009696:i0369610,7.67599
u0032250:i1321870,7.25993
u0032250:i2512170,7.17599
u0032250:i1641410,7.17599
u0032250:i1528100,6.48301
u0032250:i0856288,7.17599
u0032250:i1020530,6.7
u0032250:i0098621,7.17599
u0032250:i1403981,8.3614
u0032250:i2217895,7.17599
u0032250:i2669336,6.93636
u0017218:i2404425,7.67599
u0017218:i0482571,10
u0017218:i0268978,10
u0017218:i1655441,7.67599
u0017218:i1315981,8.03077
u0017218:i1130884,9.92339
u0032255:i4110568,7.38333
u0032255:i3099638,7.88333
u0032255:i2103281,6.08842
u0032255:i1631867,5.93985
u0032255:i3742284,7.88333
u0032255:i0369610,7.88333
u0009704:i2994190,4.66411
u0009704:i0180093,5.71483
u0009704:i0089530,4.51186
u0009704:i2872718,4.74877
u0009704:i0169547,4.8108
u0009704:i0079501,5.23452
u0009704:i0144084,4.64591
u0009704:i2084970,6.6918
u0009704:i0443706,5.75638
u0032260:i2582802,5.89526
u0032260:i2179136,7.07313
u0032260:i2545118,6.52694
u0032260:i2293640,8.24737
u0032260:i1392190,9.44737
u0032260:i0478970,8.74737
u0032260:i1790864,7.28303
u0009709:i2395427,7.42857
u0009709:i2582802,7.12668
u0009709:i1600196,7.05461
u0009709:i1809398,7.61773
u0009709:i0898367,6.02318
u0024747:i1742044,5.83713
u0024747:i3079380,7.70909
u0024747:i1636844,7.70909
u0024747:i1777034,7.69344
u0024747:i1242422,6.03532
u0024747:i1800241,6.63822
u0024747:i2294629,6.99204
u0024747:i0401085,6.41532
u0024747:i2267998,6.96613
u0024747:i2980516,7.08695
u0024747:i1424432,7.47089
u0024747:i2097298,7.70909
u0024748:i2980516,6.96159
u0024748:i2305051,6.20196
u0024748:i1542344,5.9682
u0024748:i1100089,5.66527
u0017231:i2103281,8.79545
u0017231:i2553424,7.17599
u0017231:i0243017,8.43636
u0017231:i2096672,6.36054
u0017231:i2267998,9.83595
u0017231:i2713180,8.74118
u0017231:i2397535,8.34225
u0017231:i2084970,9.94318
u0017231:i0376968,9.14286
u0017231:i1850397,7.17599
u0017231:i0289992,8.98919
u0024749:i2167266,8.10718
u0024749:i1980929,7.01887
u0024749:i1872194,6.78034
u0024749:i2084970,7.48396
u0024749:i3316960,7.10944
u0024749:i1020072,6.19481
u0024749:i2911666,6.44353
u0002198:i3195644,6.55
u0002198:i2820852,7.05
u0002198:i2395427,7.05
u0002198:i2908446,6.55
u0002198:i2872718,5.77125
u0002198:i2084970,7.85264
u0017235:i3780338,7.32113
u0017235:i4180576,7.32113
u0017235:i3776592,7.32113
u0017235:i2556936,7.82113
u0017237:i2126355,7.48182
u0017237:i2820852,7.98182
u0017237:i2562232,5.77379
u0017237:i2381249,8.68182
u0017237:i2802144,7.98182
u0017237:i1340138,7.48182
u0017237:i0478970,7.98182
u0032273:i2980516,7.78751
u0032273:i0097937,7.21962
u0032273:i1980929,6.78629
u0032273:i1655441,7.16364
u0009722:i2278388,9.72813
u0009722:i2267998,9.83595
u0009722:i2084970,9.94318
u0009723:i2582802,10
u0009723:i0085615,7.17599
u0009723:i2267998,9.83595
u0009723:i1392190,8.37599
u0009724:i2395427,7.67599
u0009724:i3195644,7.17599
u0009724:i4178092,7.67599
u0009724:i0382932,9.94156
u0009724:i2802144,7.67599
u0009724:i2582496,8.37599
u0009724:i0264464,9.92365
u0009724:i0470752,7.67599
u0009724:i1964418,7.17599
u0009724:i0350258,9.14483
u0009724:i2381941,7.17599
u0009724:i2096673,8.37599
u0009724:i2820852,7.67599
u0009724:i0095444,7.17599
u0009724:i3235888,7.17599
u0009724:i0478970,7.67599
u0009724:i2097298,7.67599
u0009724:i0054047,8.84762
u0017242:i2310332,5.67329
u0017242:i2167266,4.81628
u0017242:i2084970,6.07934
u0017242:i1937390,4.58278
u0017242:i1392190,7.62
u0017242:i1971325,4.04738
u0017242:i2802144,6.92
u0017242:i1100089,4.68091
u0017242:i2535470,6.42
u0017242:i2582802,5.16448
u0017242:i2713180,4.97718
u0017242:i1951265,4.00057
u0017242:i2832470,4.25945
u0017242:i2911666,4.45055
u0017242:i2397535,6.55621
u0017242:i0816692,6.62916
u0017242:i2937898,6.92
u0017242:i0829150,4.55874
u0017242:i1629374,6.42
u0017242:i1823672,6.92
u0017242:i3169706,5.66809
u0017242:i2562232,3.44491
u0017242:i1791528,5.62324
u0017242:i2872718,5.12678
u0017242:i1014763,6.42
u0017242:i4257858,7.62
u0017242:i1600196,4.8344
u0017242:i3099498,3.95867
u0017242:i4382552,6.42
u0017242:i3845960,6.92
u0017242:i1778338,7.62
u0009725:i2381941,7.1125
u0009725:i2560102,8.2496
u0009725:i3235888,7.1125
u0009725:i2555736,7.1125
u0009725:i2436386,7.1125
u0002208:i2126355,7.17599
u0002208:i3195644,7.17599
u0002208:i2994190,8.69005
u0002208:i1392190,8.37599
u0009727:i1772288,7.67599
u0009727:i1560747,7.55
u0009727:i0910970,10
u0009727:i0758774,8.25
u0009727:i0079417,8.9875
u0009727:i0093058,9.88542
u0009727:i0105236,9.89896
u0024762:i2381249,8.37599
u0024762:i1502712,6.57599
u0024762:i2679042,7.17599
u0024762:i4178092,7.67599
u0024762:i3622592,7.67599
u0024762:i2096673,8.37599
u0024762:i2293640,7.17599
u0024762:i0478970,7.67599
u0024762:i3323638,6.57599
u0024762:i2140379,7.17599
u0009730:i2562232,9.24444
u0009730:i2802144,7.67599
u0009730:i0073629,8.70909
u0009730:i1659337,9.68865
u0024765:i1617661,7.30233
u0024765:i2011159,5.44602
u0024765:i1392190,8.80233
u0024765:i1340138,7.60233
u0032285:i2582802,10
u0032285:i2179136,8.51329
u0032285:i1705786,7.67599
u0032285:i0455944,8.31026
u0032285:i2713180,8.74118
u0032285:i2084970,9.94318
u0032285:i2316411,7.19147
u0032285:i2363349,7.17599
u0032285:i2223990,7.23007
u0032285:i1545103,8.37599
u0032285:i1392214,9.66519
u0009737:i3973432,7.67599
u0009737:i1032846,8.925
u0009737:i2562232,9.24444
u0009737:i1791528,7.63333
u0009737:i0291172,7.67599
u0009737:i2802154,8.76875
u0009737:i3044244,7.17599
u0009737:i1827512,8.44706
u0009737:i0456396,7.67599
u0009737:i0470752,7.67599
u0009737:i1392190,8.37599
u0017255:i0470752,7.67599
u0017255:i1853728,10
u0017255:i1045658,8.93681
u0017255:i0369610,7.67599
u0017255:i1392190,8.37599
u0017255:i3042408,7.67599
u0017255:i2802144,7.67599
u0017255:i2820852,7.67599
u0017255:i1655441,7.67599
u0017255:i0780536,9.67699
u0017255:i0112573,10
u0017255:i3063516,7.08998
u0017255:i0898367,8.11818
u0017255:i0469494,10
u0017255:i1772288,7.67599
u0017255:i0071315,9.83929
u0017255:i0477348,9.65169
u0017255:i1707386,8.76767
u0017255:i0154506,8.71892
u0017255:i2199571,7.17599
u0017255:i1010048,9.8299
u0017255:i1255953,10
u0017255:i0848228,9.62298
u0017255:i0183649,8.25283
u0017255:i0311113,8.77619
u0017255:i0816692,10
u0017255:i3205376,7.67599
u0017255:i0371746,8.95517
u0017255:i0208092,9.98529
u0017255:i2395427,7.67599
u0017255:i0936501,8.9875
u0017255:i0372784,10
u0017255:i0071562,10
u0017255:i2106476,9.74939
u0017255:i1661199,7.67599
u0017255:i0120586,10
u0017255:i2304771,8.48072
u0017255:i0325980,9.86634
u0017255:i2024469,8.15862
u0017255:i0473705,7.96216
u0017255:i2293640,7.17599
u0017255:i2140373,8.71514
u0017255:i0478970,7.67599
u0017255:i0408236,8.84054
u0017255:i0099685,10
u0017255:i2404425,7.67599
u0017255:i0108052,10
u0002221:i2278388,9.72813
u0002221:i0907657,8.67692
u0002221:i0816692,10
u0002221:i3316960,8.60952
u0002221:i0369610,7.67599
u0024773:i1606389,7.5549
u0024773:i1823672,7.67599
u0024773:i2994190,8.69005
u0024773:i2908446,7.17599
u0024773:i2802144,7.67599
u0024773:i0230838,7.62143
u0024773:i0964517,8.816
u0024773:i0947798,9.8
u0024773:i2322441,6.57599
u0024773:i2820852,7.67599
u0024773:i2145829,6.57599
u0024773:i1698641,7.19474
u0024773:i1020072,8.97949
u0024773:i0870204,6.87599
u0032291:i1014763,7.17599
u0032291:i1638355,7.67599
u0032291:i0478970,7.67599
u0032291:i3205376,7.67599
u0024774:i2278388,9.72813
u0024774:i0816692,10
u0024774:i1065073,9.91639
u0009740:i2381941,7.17599
u0009740:i2802144,7.67599
u0009740:i2261331,7.17599
u0009740:i1809398,8.42658
u0009740:i1798684,8.37599
u0009740:i0478970,7.67599
u0009740:i1020072,8.97949
u0002223:i2126355,7.17599
u0002223:i3195644,7.17599
u0002223:i2975578,7.1255
u0002223:i1185834,6.87599
u0002223:i3001638,7.17599
u0002223:i2802144,7.67599
u0002223:i2872732,6.82449
u0002223:i2424988,7.67599
u0002223:i1872194,8.77337
u0002223:i1288558,6.9847
u0024776:i2980516,9.0451
u0024776:i1661199,7.67599
u0024776:i1100089,7.88721
u0024776:i2582802,10
u0024776:i2562232,9.24444
u0024776:i2180411,6.83285
u0024776:i0903657,7.67599
u0024776:i2084970,9.94318
u0024776:i1571249,7.99231
u0024776:i1065073,9.91639
u0024776:i1020072,8.97949
u0017261:i2322441,8.03784
u0017261:i2726560,9.13784
u0017261:i1638002,4.96993
u0017261:i2848292,8.63784
u0017261:i2293640,8.63784
u0017261:i2084970,6.79135
u0017261:i0467200,4.88448
u0024783:i2102302,7.66842
u0024783:i2763184,7.36842
u0024783:i0463854,8.44204
u0024783:i0289043,9.19384
u0002233:i2395427,9.3
u0002233:i1410063,6.78302
u0002233:i0087544,8.75935
u0002233:i0457430,8.81347
u0002233:i0385004,8.74441
u0002233:i0299977,8.46351
u0002233:i2013293,8.59185
u0002233:i2381249,10
u0002233:i3152624,8.8
u0002233:i2190467,8.5
u0002233:i0107290,8.76881
u0002233:i1638355,9.3
u0009751:i2381941,7.17599
u0009751:i2179136,8.51329
u0009751:i2350892,5.71429
u0009751:i0455944,8.31026
u0009751:i2911666,8.18288
u0002236:i2820852,8.28276
u0002236:i2802144,8.28276
u0002236:i0369610,8.28276
u0032307:i2371486,6.63333
u0032307:i4178092,7.67599
u0032307:i0093132,8.37599
u0032307:i0831387,7.04567
u0032307:i3204392,7.67599
u0032307:i3264494,7.17599
u0032307:i2381249,8.37599
u0032307:i0281718,7.67599
u0032307:i3204696,7.67599
u0032307:i1600196,7.80485
u0032307:i3398268,7.67599
u0032307:i2802154,8.76875
u0032307:i1638355,7.67599
u0009759:i2582802,10
u0009759:i1777551,8.35556
u0009759:i0816692,10
u0009762:i2381941,7.17599
u0009762:i1661199,7.67599
u0009762:i2908446,7.17599
u0017285:i1155076,6.20136
u0017285:i0114660,6.925
u0017285:i1656190,6.23447
u0017285:i1178663,6.41159
u0017285:i1375670,5.37051
u0017285:i2911666,6.41157
u0017285:i1800241,4.95883
u0017285:i0331468,6.325
u0017285:i1742334,4.25684
u0017285:i0070735,6.57118
u0017285:i0292963,6.10978
u0017285:i1189340,5.41706
u0017285:i1325723,6.325
u0017285:i1723811,7.33796
u0017285:i1017460,4.9131
u0017285:i1131734,5.38029
u0017285:i1327773,4.80416
u0017285:i0218967,5.38814
u0017285:i0313542,7.08742
u0017285:i0479997,4.76166
u0017285:i1922777,5.71055
u0017285:i1748179,5.56737
u0017285:i1441951,4.64012
u0017285:i0431021,3.88595
u0017285:i2024544,7.22741
u0017285:i1285016,6.54239
u0017285:i0221218,6.625
u0017285:i0458481,4.60176
u0017285:i1226236,6.12944
u0017285:i0071455,6.625
u0017285:i1172991,4.34177
u0017285:i2023587,5.76194
u0017285:i0245674,6.06473
u0017285:i0059825,7.425
u0017285:i0443559,6.925
u0017285:i1921064,5.34218
u0017285:i0072926,6.925
u0017285:i1709122,6.925
u0017285:i1582248,6.44964
u0017285:i0889573,5.4994
u0017285:i1300854,5.91971
u0017285:i0075648,6.625
u0017285:i0308644,5.2362
u0017285:i0066921,7.13725
u0017285:i0427470,5.5585
u0017285:i0045679,6.925
u0017285:i2713180,6.06625
u0017285:i0420294,5.20586
u0017285:i2184339,5.30242
u0017285:i0428251,6.325
u0017285:i0842926,4.62804
u0017285:i1764234,5.64704
u0017285:i0406816,4.94297
u0017285:i1179034,5.29532
u0002255:i0397892,7.81613
u0002255:i1762399,5.21622
u0002255:i2357291,6.95409
u0002255:i1821658,5.69231
u0002255:i1291150,6.5106
u0002255:i0455944,8.31026
u0002255:i2267998,9.83595
u0002255:i2752758,3.86418
u0002255:i2713180,8.74118
u0002255:i0265086,8.92346
u0009780:i1691154,3.85307
u0009780:i1800241,5.90587
u0009780:i1510918,7.58889
u0009780:i0264150,7.28889
u0009780:i2463288,5.06312
u0009780:i1714206,4.93618
u0009780:i2194499,5.36878
u0009780:i1840309,5.23986
u0009780:i0482527,7.58889
u0009780:i1587310,6.53402
u0009780:i1085492,5.6641
